Ngay,Gia_Mua,Gia_Ban,Ty_Gia_USD,Gia_The_Gioi_USD,Nam,Thang,Chenh_Lech
2023-10-16,800060,858310,24491.6,27.29,2023,10,58250
2023-10-17,806720,868330,24483.9,27.62,2023,10,61610
2023-10-18,881370,942630,24497.88,29.97,2023,10,61260
2023-10-19,847030,906290,24500.72,28.81,2023,10,59260
2023-10-20,877670,939560,24476.72,29.89,2023,10,61890
2023-10-21,786030,845180,24463.88,26.91,2023,10,59150
2023-10-22,809350,870910,24481.02,27.7,2023,10,61560
2023-10-23,830630,892150,24462.89,28.4,2023,10,61520
2023-10-24,774670,835700,24502.2,26.56,2023,10,61030
2023-10-25,763280,823530,24472.99,26.21,2023,10,60250
2023-10-26,855420,913900,24464.4,29.09,2023,10,58480
2023-10-27,839750,899880,24471.59,28.64,2023,10,60130
2023-10-28,818890,878320,24447.56,27.98,2023,10,59430
2023-10-29,819060,880230,24452.13,28.03,2023,10,61170
2023-10-30,816420,877450,24483.65,27.91,2023,10,61030
2023-10-31,771130,832770,24454.73,26.52,2023,10,61640
2023-11-01,808090,866150,24447.83,27.59,2023,11,58060
2023-11-02,789780,851020,24470.52,27.08,2023,11,61240
2023-11-03,779350,841100,24479.2,26.76,2023,11,61750
2023-11-04,878760,939920,24471.14,29.91,2023,11,61160
2023-11-05,835690,894210,24474.23,28.45,2023,11,58520
2023-11-06,850060,908390,24446.88,28.94,2023,11,58330
2023-11-07,810670,868750,24435.85,27.69,2023,11,58080
2023-11-08,810650,871160,24478.64,27.72,2023,11,60510
2023-11-09,799310,859830,24450.22,27.39,2023,11,60520
2023-11-10,780540,842490,24450.24,26.83,2023,11,61950
2023-11-11,791510,851100,24472.86,27.08,2023,11,59590
2023-11-12,857380,916710,24460.23,29.19,2023,11,59330
2023-11-13,851250,911750,24457.66,29.03,2023,11,60500
2023-11-14,828900,890200,24482.24,28.32,2023,11,61300
2023-11-15,816180,877930,24439.05,27.98,2023,11,61750
2023-11-16,874140,935350,24461.56,29.78,2023,11,61210
2023-11-17,780900,840610,24447.44,26.78,2023,11,59710
2023-11-18,796820,857360,24449.56,27.31,2023,11,60540
2023-11-19,813080,874510,24467.4,27.83,2023,11,61430
2023-11-20,858070,918030,24451.03,29.24,2023,11,59960
2023-11-21,881180,940050,24450.43,29.94,2023,11,58870
2023-11-22,795150,853830,24457.38,27.19,2023,11,58680
2023-11-23,876260,934260,24434.76,29.78,2023,11,58000
2023-11-24,864640,925510,24426.59,29.51,2023,11,60870
2023-11-25,793340,851780,24422.45,27.16,2023,11,58440
2023-11-26,814490,873470,24407.56,27.87,2023,11,58980
2023-11-27,807840,867030,24466.84,27.6,2023,11,59190
2023-11-28,887610,947850,24418.39,30.23,2023,11,60240
2023-11-29,791650,851240,24430.56,27.13,2023,11,59590
2023-11-30,850230,910930,24428.67,29.04,2023,11,60700
2023-12-01,804880,863100,24436.38,27.51,2023,12,58220
2023-12-02,856420,914920,24442.94,29.15,2023,12,58500
2023-12-03,811270,871270,24442.55,27.76,2023,12,60000
2023-12-04,842870,902220,24419.84,28.77,2023,12,59350
2023-12-05,870730,929910,24425.02,29.65,2023,12,59180
2023-12-06,862940,921210,24430.71,29.37,2023,12,58270
2023-12-07,861540,923120,24421.68,29.44,2023,12,61580
2023-12-08,773430,834200,24448.46,26.57,2023,12,60770
2023-12-09,850720,909210,24430.66,28.98,2023,12,58490
2023-12-10,784010,842270,24433.26,26.85,2023,12,58260
2023-12-11,814110,876010,24431.12,27.92,2023,12,61900
2023-12-12,829230,889950,24437.72,28.36,2023,12,60720
2023-12-13,819050,878720,24421.77,28.02,2023,12,59670
2023-12-14,828830,889640,24398.55,28.4,2023,12,60810
2023-12-15,886510,947540,24422.94,30.21,2023,12,61030
2023-12-16,782070,843190,24406.11,26.91,2023,12,61120
2023-12-17,853840,913750,24406.89,29.16,2023,12,59910
2023-12-18,818900,878620,24422.56,28.02,2023,12,59720
2023-12-19,786720,844760,24431.28,26.93,2023,12,58040
2023-12-20,783860,845570,24411.97,26.97,2023,12,61710
2023-12-21,881080,941490,24415.22,30.03,2023,12,60410
2023-12-22,873740,932550,24435.06,29.72,2023,12,58810
2023-12-23,864890,926570,24412.08,29.56,2023,12,61680
2023-12-24,885990,947650,24446.44,30.19,2023,12,61660
2023-12-25,794180,856140,24414.84,27.31,2023,12,61960
2023-12-26,804060,865560,24378.88,27.65,2023,12,61500
2023-12-27,840720,902710,24415.54,28.79,2023,12,61990
2023-12-28,827120,886100,24408.89,28.27,2023,12,58980
2023-12-29,817530,878900,24421.46,28.03,2023,12,61370
2023-12-30,816290,877580,24411.16,28.0,2023,12,61290
2023-12-31,844680,903600,24397.92,28.84,2023,12,58920
2024-01-01,939960,1087550,24390.24,34.73,2024,1,147590
2024-01-02,888690,1041570,24414.08,33.22,2024,1,152880
2024-01-03,934260,1083040,24413.06,34.55,2024,1,148780
2024-01-04,937780,1090010,24425.72,34.75,2024,1,152230
2024-01-05,944210,1091230,24451.86,34.75,2024,1,147020
2024-01-06,894700,1041830,24476.69,33.15,2024,1,147130
2024-01-07,965480,1115280,24466.17,35.5,2024,1,149800
2024-01-08,876370,1024800,24450.91,32.64,2024,1,148430
2024-01-09,911460,1062600,24484.13,33.8,2024,1,151140
2024-01-10,957010,1107400,24504.02,35.19,2024,1,150390
2024-01-11,939230,1086690,24485.53,34.56,2024,1,147460
2024-01-12,909180,1057160,24501.27,33.6,2024,1,147980
2024-01-13,950060,1099390,24512.11,34.93,2024,1,149330
2024-01-14,948910,1097020,24508.72,34.86,2024,1,148110
2024-01-15,970820,1122570,24538.82,35.63,2024,1,151750
2024-01-16,960140,1109640,24535.89,35.22,2024,1,149500
2024-01-17,948170,1095730,24552.6,34.75,2024,1,147560
2024-01-18,930270,1080180,24541.61,34.28,2024,1,149910
2024-01-19,887970,1035520,24556.96,32.84,2024,1,147550
2024-01-20,899110,1046880,24582.97,33.16,2024,1,147770
2024-01-21,928640,1077080,24575.15,34.13,2024,1,148440
2024-01-22,949130,1101290,24615.25,34.84,2024,1,152160
2024-01-23,924740,1077290,24591.96,34.12,2024,1,152550
2024-01-24,897450,1049410,24609.93,33.21,2024,1,151960
2024-01-25,869970,1018970,24629.15,32.22,2024,1,149000
2024-01-26,931490,1080120,24602.5,34.19,2024,1,148630
2024-01-27,903790,1054080,24605.96,33.36,2024,1,150290
2024-01-28,962530,1113860,24618.1,35.24,2024,1,151330
2024-01-29,864840,1017800,24668.53,32.13,2024,1,152960
2024-01-30,952670,1100460,24649.92,34.77,2024,1,147790
2024-01-31,987040,1134340,24705.18,35.76,2024,1,147300
2024-02-01,891860,1043030,24666.95,32.93,2024,2,151170
2024-02-02,928270,1080260,24686.78,34.08,2024,2,151990
2024-02-03,883670,1035750,24715.75,32.64,2024,2,152080
2024-02-04,947420,1098490,24731.32,34.59,2024,2,151070
2024-02-05,934900,1087620,24740.76,34.24,2024,2,152720
2024-02-06,923300,1073370,24736.57,33.79,2024,2,150070
2024-02-07,929870,1082350,24742.41,34.07,2024,2,152480
2024-02-08,971690,1124500,24744.54,35.39,2024,2,152810
2024-02-09,887440,1039520,24755.94,32.7,2024,2,152080
2024-02-10,873580,1022440,24744.6,32.18,2024,2,148860
2024-02-11,975830,1124010,24749.2,35.37,2024,2,148180
2024-02-12,937560,1087850,24770.03,34.2,2024,2,150290
2024-02-13,987300,1137020,24776.14,35.74,2024,2,149720
2024-02-14,942470,1094740,24780.5,34.4,2024,2,152270
2024-02-15,974420,1122020,24806.35,35.22,2024,2,147600
2024-02-16,925540,1074090,24818.84,33.7,2024,2,148550
2024-02-17,958010,1109520,24814.44,34.82,2024,2,151510
2024-02-18,987870,1135440,24843.88,35.59,2024,2,147570
2024-02-19,945780,1094700,24813.2,34.36,2024,2,148920
2024-02-20,893700,1043020,24836.03,32.71,2024,2,149320
2024-02-21,900420,1051160,24836.79,32.96,2024,2,150740
2024-02-22,899400,1047350,24828.15,32.85,2024,2,147950
2024-02-23,902270,1054430,24863.51,33.03,2024,2,152160
2024-02-24,901920,1051610,24871.53,32.93,2024,2,149690
2024-02-25,933030,1085530,24904.67,33.94,2024,2,152500
2024-02-26,943370,1093180,24900.04,34.19,2024,2,149810
2024-02-27,920110,1068760,24883.82,33.45,2024,2,148650
2024-02-28,954990,1102840,24935.6,34.44,2024,2,147850
2024-02-29,885410,1032430,24934.71,32.25,2024,2,147020
2024-03-01,877050,1027240,24933.73,32.08,2024,3,150190
2024-03-02,895130,1042770,24930.21,32.57,2024,3,147640
2024-03-03,938640,1087990,24927.82,33.99,2024,3,149350
2024-03-04,893580,1044120,24945.24,32.6,2024,3,150540
2024-03-05,904160,1052810,24975.76,32.83,2024,3,148650
2024-03-06,920580,1068630,24996.3,33.29,2024,3,148050
2024-03-07,974830,1126480,24999.79,35.09,2024,3,151650
2024-03-08,872120,1024800,24977.91,31.95,2024,3,152680
2024-03-09,957440,1105040,24977.06,34.45,2024,3,147600
2024-03-10,952640,1100570,25004.57,34.28,2024,3,147930
2024-03-11,967610,1120370,24984.54,34.92,2024,3,152760
2024-03-12,991500,1138730,25024.52,35.44,2024,3,147230
2024-03-13,867350,1020220,25026.06,31.75,2024,3,152870
2024-03-14,893050,1040080,25029.89,32.36,2024,3,147030
2024-03-15,973260,1125500,25021.57,35.03,2024,3,152240
2024-03-16,931910,1080750,25061.8,33.58,2024,3,148840
2024-03-17,929880,1082510,25054.71,33.65,2024,3,152630
2024-03-18,950290,1099190,25053.76,34.17,2024,3,148900
2024-03-19,960150,1111080,25036.83,34.56,2024,3,150930
2024-03-20,985400,1132880,25088.11,35.17,2024,3,147480
2024-03-21,1001340,1149790,25123.71,35.64,2024,3,148450
2024-03-22,961430,1113070,25130.66,34.49,2024,3,151640
2024-03-23,897260,1047430,25107.49,32.49,2024,3,150170
2024-03-24,978470,1131040,25113.92,35.07,2024,3,152570
2024-03-25,878760,1028330,25138.59,31.86,2024,3,149570
2024-03-26,902410,1054630,25125.19,32.69,2024,3,152220
2024-03-27,977280,1126970,25153.3,34.89,2024,3,149690
2024-03-28,902020,1054900,25168.87,32.64,2024,3,152880
2024-03-29,891490,1044250,25184.39,32.29,2024,3,152760
2024-03-30,893020,1041990,25173.09,32.24,2024,3,148970
2024-03-31,976640,1128960,25180.14,34.92,2024,3,152320
2024-04-01,933300,1085390,25178.63,33.57,2024,4,152090
2024-04-02,956810,1105070,25188.01,34.17,2024,4,148260
2024-04-03,890900,1041650,25205.62,32.18,2024,4,150750
2024-04-04,955120,1102560,25223.13,34.04,2024,4,147440
2024-04-05,961690,1113710,25239.93,34.36,2024,4,152020
2024-04-06,908600,1056650,25222.79,32.62,2024,4,148050
2024-04-07,923660,1071080,25265.83,33.01,2024,4,147420
2024-04-08,896050,1045450,25247.98,32.25,2024,4,149400
2024-04-09,999050,1149510,25260.34,35.44,2024,4,150460
2024-04-10,952050,1104180,25258.05,34.04,2024,4,152130
2024-04-11,980580,1133430,25241.51,34.97,2024,4,152850
2024-04-12,910310,1059950,25299.74,32.63,2024,4,149640
2024-04-13,970780,1118140,25306.13,34.41,2024,4,147360
2024-04-14,964930,1116420,25299.47,34.37,2024,4,151490
2024-04-15,950340,1100730,25313.3,33.86,2024,4,150390
2024-04-16,989560,1139250,25328.64,35.03,2024,4,149690
2024-04-17,915900,1064760,25306.07,32.77,2024,4,148860
2024-04-18,881230,1031240,25330.18,31.71,2024,4,150010
2024-04-19,963320,1112350,25358.64,34.16,2024,4,149030
2024-04-20,953120,1104660,25336.51,33.95,2024,4,151540
2024-04-21,939960,1090220,25368.34,33.47,2024,4,150260
2024-04-22,892020,1044280,25352.19,32.08,2024,4,152260
2024-04-23,935530,1085790,25388.14,33.31,2024,4,150260
2024-04-24,905870,1054300,25389.22,32.34,2024,4,148430
2024-04-25,925450,1077560,25374.13,33.07,2024,4,152110
2024-04-26,956770,1107110,25424.44,33.91,2024,4,150340
2024-04-27,959930,1108170,25404.55,33.97,2024,4,148240
2024-04-28,901940,1052680,25412.03,32.26,2024,4,150740
2024-04-29,920660,1069810,25435.8,32.75,2024,4,149150
2024-04-30,909530,1061600,25458.62,32.47,2024,4,152070
2024-05-01,900180,1049900,25434.76,32.15,2024,5,149720
2024-05-02,965790,1117150,25450.51,34.18,2024,5,151360
2024-05-03,979740,1127310,25455.61,34.49,2024,5,147570
2024-05-04,920270,1069650,25459.17,32.72,2024,5,149380
2024-05-05,958940,1111840,25451.0,34.02,2024,5,152900
2024-05-06,980910,1132760,25442.44,34.67,2024,5,151850
2024-05-07,978540,1126500,25435.12,34.49,2024,5,147960
2024-05-08,891410,1040080,25448.42,31.83,2024,5,148670
2024-05-09,994320,1143300,25430.63,35.01,2024,5,148980
2024-05-10,916020,1066920,25402.49,32.71,2024,5,150900
2024-05-11,904600,1056140,25452.44,32.31,2024,5,151540
2024-05-12,878010,1029510,25459.04,31.49,2024,5,151500
2024-05-13,934430,1084490,25409.63,33.24,2024,5,150060
2024-05-14,883430,1035290,25429.52,31.71,2024,5,151860
2024-05-15,906750,1056370,25453.54,32.32,2024,5,149620
2024-05-16,909070,1056810,25474.7,32.31,2024,5,147740
2024-05-17,972200,1122590,25443.74,34.36,2024,5,150390
2024-05-18,978980,1131690,25432.1,34.65,2024,5,152710
2024-05-19,906630,1058390,25439.87,32.4,2024,5,151760
2024-05-20,970410,1120880,25462.82,34.28,2024,5,150470
2024-05-21,978380,1129260,25432.1,34.58,2024,5,150880
2024-05-22,961740,1114320,25429.39,34.13,2024,5,152580
2024-05-23,893620,1043190,25433.73,31.94,2024,5,149570
2024-05-24,959510,1108500,25426.26,33.95,2024,5,148990
2024-05-25,983890,1136750,25441.99,34.8,2024,5,152860
2024-05-26,950760,1102940,25464.11,33.73,2024,5,152180
2024-05-27,913510,1062450,25444.17,32.52,2024,5,148940
2024-05-28,935260,1085040,25435.13,33.22,2024,5,149780
2024-05-29,946540,1096030,25434.13,33.56,2024,5,149490
2024-05-30,932830,1080720,25414.65,33.12,2024,5,147890
2024-05-31,878670,1031420,25450.93,31.56,2024,5,152750
2024-06-01,904550,1053980,25436.11,32.27,2024,6,149430
2024-06-02,968080,1120330,25434.16,34.3,2024,6,152250
2024-06-03,978270,1126410,25484.35,34.42,2024,6,148140
2024-06-04,896010,1046300,25440.52,32.03,2024,6,150290
2024-06-05,988860,1136000,25424.36,34.8,2024,6,147140
2024-06-06,907700,1059290,25428.83,32.44,2024,6,151590
2024-06-07,947810,1098300,25452.04,33.61,2024,6,150490
2024-06-08,965360,1116110,25436.1,34.17,2024,6,150750
2024-06-09,973870,1121180,25412.42,34.36,2024,6,147310
2024-06-10,993790,1142060,25447.37,34.95,2024,6,148270
2024-06-11,913570,1061020,25423.15,32.5,2024,6,147450
2024-06-12,981120,1129850,25460.86,34.56,2024,6,148730
2024-06-13,885680,1036440,25448.55,31.72,2024,6,150760
2024-06-14,958220,1108620,25425.23,33.96,2024,6,150400
2024-06-15,962970,1113640,25450.74,34.08,2024,6,150670
2024-06-16,959170,1109470,25432.13,33.97,2024,6,150300
2024-06-17,903620,1052260,25443.5,32.21,2024,6,148640
2024-06-18,982420,1130890,25437.57,34.62,2024,6,148470
2024-06-19,890100,1037920,25417.19,31.8,2024,6,147820
2024-06-20,877510,1029600,25419.82,31.54,2024,6,152090
2024-06-21,959140,1109840,25444.51,33.97,2024,6,150700
2024-06-22,927950,1076070,25423.63,32.96,2024,6,148120
2024-06-23,977810,1125870,25422.19,34.49,2024,6,148060
2024-06-24,917440,1069680,25413.51,32.78,2024,6,152240
2024-06-25,894010,1045470,25433.78,32.01,2024,6,151460
2024-06-26,968540,1119500,25457.95,34.25,2024,6,150960
2024-06-27,939260,1088700,25410.59,33.37,2024,6,149440
2024-06-28,901300,1049870,25426.55,32.16,2024,6,148570
2024-06-29,960260,1113140,25446.96,34.07,2024,6,152880
2024-06-30,935420,1087200,25424.17,33.3,2024,6,151780
2024-07-01,941320,1090130,25431.74,33.38,2024,7,148810
2024-07-02,930100,1082190,25408.61,33.17,2024,7,152090
2024-07-03,972640,1124190,25430.56,34.43,2024,7,151550
2024-07-04,966230,1115010,25420.92,34.16,2024,7,148780
2024-07-05,960190,1109750,25438.1,33.97,2024,7,149560
2024-07-06,885790,1033910,25440.72,31.65,2024,7,148120
2024-07-07,970110,1117780,25461.34,34.19,2024,7,147670
2024-07-08,952700,1104040,25430.78,33.81,2024,7,151340
2024-07-09,963330,1111940,25426.56,34.06,2024,7,148610
2024-07-10,910930,1062850,25424.18,32.56,2024,7,151920
2024-07-11,975000,1127970,25415.56,34.56,2024,7,152970
2024-07-12,966680,1114140,25425.52,34.13,2024,7,147460
2024-07-13,883260,1033100,25415.6,31.66,2024,7,149840
2024-07-14,914330,1066140,25422.15,32.66,2024,7,151810
2024-07-15,981320,1133050,25438.98,34.69,2024,7,151730
2024-07-16,870400,1021960,25403.7,31.33,2024,7,151560
2024-07-17,989450,1138540,25435.49,34.86,2024,7,149090
2024-07-18,958640,1108360,25437.74,33.93,2024,7,149720
2024-07-19,945240,1095810,25415.8,33.58,2024,7,150570
2024-07-20,901380,1054220,25385.33,32.34,2024,7,152840
2024-07-21,902850,1051820,25407.63,32.24,2024,7,148970
2024-07-22,986240,1138780,25435.79,34.87,2024,7,152540
2024-07-23,913820,1062440,25415.58,32.55,2024,7,148620
2024-07-24,962020,1114950,25400.53,34.18,2024,7,152930
2024-07-25,912590,1063610,25407.54,32.6,2024,7,151020
2024-07-26,894440,1044220,25427.31,31.98,2024,7,149780
2024-07-27,880210,1030890,25422.49,31.58,2024,7,150680
2024-07-28,942170,1090810,25410.29,33.43,2024,7,148640
2024-07-29,981740,1130390,25407.96,34.65,2024,7,148650
2024-07-30,921610,1069290,25407.18,32.78,2024,7,147680
2024-07-31,918250,1065930,25398.81,32.68,2024,7,147680
2024-08-01,908210,1057300,25436.46,32.37,2024,8,149090
2024-08-02,935510,1087090,25406.99,33.32,2024,8,151580
2024-08-03,922940,1073590,25429.67,32.88,2024,8,150650
2024-08-04,982200,1129820,25433.82,34.59,2024,8,147620
2024-08-05,930810,1082920,25425.57,33.17,2024,8,152110
2024-08-06,930700,1081310,25403.71,33.15,2024,8,150610
2024-08-07,882300,1035070,25415.83,31.72,2024,8,152770
2024-08-08,989460,1140480,25409.0,34.96,2024,8,151020
2024-08-09,900160,1048210,25395.39,32.14,2024,8,148050
2024-08-10,873920,1023760,25413.4,31.37,2024,8,149840
2024-08-11,951960,1102850,25390.44,33.83,2024,8,150890
2024-08-12,951430,1098600,25425.53,33.65,2024,8,147170
2024-08-13,922290,1069380,25400.34,32.79,2024,8,147090
2024-08-14,923520,1071300,25409.91,32.83,2024,8,147780
2024-08-15,968120,1116630,25410.74,34.22,2024,8,148510
2024-08-16,895250,1044830,25402.19,32.03,2024,8,149580
2024-08-17,978350,1128270,25414.47,34.57,2024,8,149920
2024-08-18,957810,1105640,25398.13,33.9,2024,8,147830
2024-08-19,920600,1071640,25417.91,32.83,2024,8,151040
2024-08-20,927180,1077760,25384.24,33.07,2024,8,150580
2024-08-21,898530,1047300,25405.92,32.1,2024,8,148770
2024-08-22,964130,1111210,25432.7,34.03,2024,8,147080
2024-08-23,938950,1086420,25388.2,33.33,2024,8,147470
2024-08-24,906740,1056090,25392.63,32.39,2024,8,149350
2024-08-25,944610,1092530,25410.09,33.48,2024,8,147920
2024-08-26,995200,1144460,25404.66,35.08,2024,8,149260
2024-08-27,922010,1072780,25406.82,32.88,2024,8,150770
2024-08-28,987100,1137380,25408.49,34.86,2024,8,150280
2024-08-29,908540,1056930,25410.26,32.39,2024,8,148390
2024-08-30,879190,1028250,25416.97,31.51,2024,8,149060
2024-08-31,905660,1056340,25406.07,32.38,2024,8,150680
2024-09-01,919940,1072110,25395.89,32.88,2024,9,152170
2024-09-02,895440,1046960,25409.19,32.09,2024,9,151520
2024-09-03,870470,1020790,25427.18,31.26,2024,9,150320
2024-09-04,990740,1139910,25396.29,34.96,2024,9,149170
2024-09-05,975730,1124920,25383.25,34.51,2024,9,149190
2024-09-06,955930,1108210,25414.06,33.96,2024,9,152280
2024-09-07,896100,1043340,25395.24,32.0,2024,9,147240
2024-09-08,883320,1036250,25364.04,31.82,2024,9,152930
2024-09-09,879170,1030160,25408.93,31.57,2024,9,150990
2024-09-10,959150,1110240,25387.78,34.06,2024,9,151090
2024-09-11,987050,1134280,25394.04,34.79,2024,9,147230
2024-09-12,926420,1077050,25399.97,33.02,2024,9,150630
2024-09-13,884610,1034520,25397.44,31.72,2024,9,149910
2024-09-14,937320,1084950,25404.81,33.26,2024,9,147630
2024-09-15,919020,1067690,25387.23,32.75,2024,9,148670
2024-09-16,914700,1067040,25401.05,32.71,2024,9,152340
2024-09-17,950190,1100490,25389.05,33.76,2024,9,150300
2024-09-18,957930,1107410,25403.61,33.95,2024,9,149480
2024-09-19,885830,1033270,25401.35,31.68,2024,9,147440
2024-09-20,866600,1017880,25377.68,31.24,2024,9,151280
2024-09-21,992590,1143810,25407.59,35.06,2024,9,151220
2024-09-22,901900,1052580,25382.85,32.29,2024,9,150680
2024-09-23,874120,1024180,25402.6,31.4,2024,9,150060
2024-09-24,891200,1040800,25395.57,31.92,2024,9,149600
2024-09-25,865860,1016420,25417.23,31.14,2024,9,150560
2024-09-26,917540,1065940,25385.89,32.7,2024,9,148400
2024-09-27,963630,1116280,25383.59,34.25,2024,9,152650
2024-09-28,912700,1063230,25388.13,32.61,2024,9,150530
2024-09-29,929450,1078320,25383.47,33.08,2024,9,148870
2024-09-30,955520,1105220,25399.6,33.89,2024,9,149700
2024-10-01,929900,1081730,25362.95,33.21,2024,10,151830
2024-10-02,980760,1128730,25370.98,34.65,2024,10,147970
2024-10-03,979980,1128740,25370.35,34.65,2024,10,148760
2024-10-04,873880,1024960,25400.22,31.43,2024,10,151080
2024-10-05,964910,1113800,25411.21,34.13,2024,10,148890
2024-10-06,927450,1079210,25383.57,33.11,2024,10,151760
2024-10-07,1004990,1152770,25382.2,35.37,2024,10,147780
2024-10-08,922930,1074510,25385.37,32.96,2024,10,151580
2024-10-09,999160,1146570,25401.34,35.15,2024,10,147410
2024-10-10,979920,1127000,25369.59,34.6,2024,10,147080
2024-10-11,901820,1054210,25386.66,32.34,2024,10,152390
2024-10-12,940160,1090650,25397.3,33.44,2024,10,150490
2024-10-13,993480,1142590,25389.78,35.05,2024,10,149110
2024-10-14,981770,1130170,25384.7,34.67,2024,10,148400
2024-10-15,881810,1032510,25396.46,31.66,2024,10,150700
2024-10-16,953330,1103380,25340.49,33.91,2024,10,150050
2024-10-17,912240,1065190,25390.79,32.67,2024,10,152950
2024-10-18,859240,1012140,25370.4,31.07,2024,10,152900
2024-10-19,919440,1070250,25352.34,32.88,2024,10,150810
2024-10-20,896550,1046210,25387.06,32.09,2024,10,149660
2024-10-21,974470,1124420,25399.59,34.48,2024,10,149950
2024-10-22,908120,1059210,25376.51,32.51,2024,10,151090
2024-10-23,971370,1118980,25392.45,34.32,2024,10,147610
2024-10-24,874930,1023900,25401.93,31.39,2024,10,148970
2024-10-25,910840,1058290,25397.06,32.45,2024,10,147450
2024-10-26,895930,1043370,25401.53,31.99,2024,10,147440
2024-10-27,899390,1047570,25387.65,32.13,2024,10,148180
2024-10-28,876920,1026830,25377.24,31.51,2024,10,149910
2024-10-29,890020,1041730,25351.67,32.0,2024,10,151710
2024-10-30,934910,1084820,25371.6,33.3,2024,10,149910
2024-10-31,916410,1065420,25362.23,32.71,2024,10,149010
2024-11-01,919360,1066850,25407.03,32.7,2024,11,147490
2024-11-02,929330,1079630,25371.42,33.14,2024,11,150300
2024-11-03,981330,1129960,25375.49,34.68,2024,11,148630
2024-11-04,984270,1134960,25381.51,34.82,2024,11,150690
2024-11-05,923780,1076640,25373.48,33.04,2024,11,152860
2024-11-06,911010,1058680,25397.84,32.46,2024,11,147670
2024-11-07,880520,1028790,25362.66,31.59,2024,11,148270
2024-11-08,993900,1143740,25374.51,35.1,2024,11,149840
2024-11-09,867830,1020640,25360.05,31.34,2024,11,152810
2024-11-10,905570,1057200,25350.97,32.48,2024,11,151630
2024-11-11,897320,1049710,25361.18,32.23,2024,11,152390
2024-11-12,910590,1059590,25369.4,32.53,2024,11,149000
2024-11-13,888820,1041770,25363.1,31.99,2024,11,152950
2024-11-14,966410,1114030,25358.74,34.21,2024,11,147620
2024-11-15,887900,1035220,25347.62,31.81,2024,11,147320
2024-11-16,944760,1096890,25367.06,33.67,2024,11,152130
2024-11-17,887750,1040310,25345.33,31.97,2024,11,152560
2024-11-18,879610,1027150,25378.89,31.52,2024,11,147540
2024-11-19,996180,1143860,25368.31,35.11,2024,11,147680
2024-11-20,887740,1034940,25344.8,31.8,2024,11,147200
2024-11-21,974270,1121900,25361.62,34.45,2024,11,147630
2024-11-22,933070,1081330,25354.56,33.21,2024,11,148260
2024-11-23,886010,1038830,25370.22,31.89,2024,11,152820
2024-11-24,984830,1135840,25385.13,34.85,2024,11,151010
2024-11-25,899640,1051310,25336.49,32.31,2024,11,151670
2024-11-26,979690,1131350,25365.93,34.73,2024,11,151660
2024-11-27,892700,1042910,25361.39,32.02,2024,11,150210
2024-11-28,970990,1122770,25373.45,34.46,2024,11,151780
2024-11-29,865460,1016030,25366.17,31.19,2024,11,150570
2024-11-30,936970,1085860,25351.28,33.36,2024,11,148890
2024-12-01,964640,1115010,25357.37,34.24,2024,12,150370
2024-12-02,990950,1141150,25349.8,35.06,2024,12,150200
2024-12-03,989720,1141660,25377.47,35.03,2024,12,151940
2024-12-04,963330,1116220,25361.24,34.28,2024,12,152890
2024-12-05,978920,1128390,25389.03,34.61,2024,12,149470
2024-12-06,898800,1050380,25359.19,32.26,2024,12,151580
2024-12-07,908570,1056170,25349.06,32.45,2024,12,147600
2024-12-08,898260,1049920,25336.57,32.27,2024,12,151660
2024-12-09,910630,1059860,25331.82,32.58,2024,12,149230
2024-12-10,920210,1067450,25334.69,32.81,2024,12,147240
2024-12-11,939150,1088330,25362.05,33.42,2024,12,149180
2024-12-12,889570,1040230,25365.27,31.94,2024,12,150660
2024-12-13,956300,1104020,25333.51,33.94,2024,12,147720
2024-12-14,891820,1044360,25370.24,32.06,2024,12,152540
2024-12-15,907360,1054830,25349.16,32.41,2024,12,147470
2024-12-16,933320,1085900,25358.2,33.35,2024,12,152580
2024-12-17,965500,1116740,25379.77,34.27,2024,12,151240
2024-12-18,958590,1107570,25368.63,34.0,2024,12,148980
2024-12-19,953990,1103330,25350.73,33.89,2024,12,149340
2024-12-20,881030,1032470,25340.98,31.73,2024,12,151440
2024-12-21,939720,1090330,25321.66,33.53,2024,12,150610
2024-12-22,874530,1025560,25342.74,31.52,2024,12,151030
2024-12-23,924900,1074230,25349.95,33.0,2024,12,149330
2024-12-24,923560,1073490,25337.9,32.99,2024,12,149930
2024-12-25,872390,1025330,25350.33,31.5,2024,12,152940
2024-12-26,902720,1051000,25353.04,32.28,2024,12,148280
2024-12-27,994730,1144240,25348.1,35.15,2024,12,149510
2024-12-28,984320,1133070,25341.32,34.82,2024,12,148750
2024-12-29,905880,1057470,25353.19,32.48,2024,12,151590
2024-12-30,873490,1025070,25356.88,31.48,2024,12,151580
2024-12-31,896950,1045700,25333.48,32.15,2024,12,148750
2025-01-01,1042730,1190220,25370.59,36.53,2025,1,147490
2025-01-02,1096010,1243080,25347.54,38.19,2025,1,147070
2025-01-03,1020240,1169800,25348.89,35.94,2025,1,149560
2025-01-04,1064610,1214070,25358.82,37.28,2025,1,149460
2025-01-05,1002860,1155790,25351.28,35.51,2025,1,152930
2025-01-06,1098710,1248530,25361.67,38.34,2025,1,149820
2025-01-07,1035860,1184400,25351.27,36.38,2025,1,148540
2025-01-08,1068560,1220910,25337.37,37.53,2025,1,152350
